"summerhit","song","lodness","tempo",""
"0","El último vals","-4.788","137.981",""
"0","El último vals","-4.788","137.981",""
"0","Tocado y hundido","-3.737","102.052",""
"0","Tocado y hundido","-3.737","102.052",""
"0","Don't Turn Around","-5.792","109.335",""
"0","Ella es un volcán","-4.371","150.996",""
"0","Marta tiene un marcapasos","-3.225","102.238",""
"0","Otra como tú","-9.363","177.67",""
"0","You Rock My World","-2.53","95.004",""
"0","Dejad que las niñas se acerquen a mí","-9.292","147.716",""
"1","Un sorbito de champagne","-8.406","184.353",""
"0","Precisamente ahora","-4.229","140.24",""
"0","Con la luna llena","-6.516","163.941",""
"0","Euphoria","-3.646","126.026",""
"0","Euphoria","-3.646","126.026",""
"0","La distancia","-6.596","102.954",""
"0","Together Again","-9.073","84.983",""
"0","Te quiero con locura","-7.649","147.257",""
"0","Summer in the City","-9.756","110.461",""
"1","Las de la intuición","-7.075","130.032",""
"0","París","-6.763","99.999",""
"0","The Hustle","-7.016","152.927",""
"0","Gypsy Woman (She's Homeless)","-10.755","124.908",""
"0","Help!","-11.83","96.529",""
"0","Qué será","-6.789","86.988",""
"1","Gimme Hope Jo'anna","-12.148","128.685",""
"1","El Bimbó","-18.184","148.154",""
"0","I Will Love Again","-8.031","126.975",""
"0","Those Were The Days","-6.901","100.039",""
"0","Those Were The Days","-6.901","100.039",""
"0","Those Were The Days","-6.901","100.039",""
"0","Hey Jude","-7.7","147.207",""
"0","You're Beautiful","-9.87","81.998",""
"0","You're Beautiful","-9.87","81.998",""
"0","Breathe Again","-6.36","153.919",""
"0","All Around the World","-4.608","101.211",""
"0","Corazón espinado","-5.173","119.959",""
"0","Y no","-7.439","126.219",""
"0","What About Us","-6.186","113.843",""
"0","Eye of the Tiger","-9.249","108.873",""
"0","How Much","-7.335","109.965",""
"0","Te busqué","-7.544","80.321",""
"0","Lo que fui es lo que soy","-3.797","139.082",""
"0","Earth Song","-7.521","138.374",""
"0","En qué estrella estará","-7.441","170.044",""
"0","En qué estrella estará","-7.441","170.044",""
"1","Gloria","-14.367","140.936",""
"0","Lloras","-3.343","171.986",""
"0","You Are a Danger","-7.801","123.229",""
"0","I Just Called to Say I Love You","-9.064","113.545",""
"0","I Just Called to Say I Love You","-9.064","113.545",""
"1","María Isabel","-5.182","160.023",""
"1","María Isabel","-5.182","160.023",""
"0","Antes muerta que sencilla","-5.182","160.023",""
"0","U Can't Touch This","-13.222","133.148",""
"0","Drive By","-3.198","122.033",""
"0","El fallo positivo","-9.365","112.572",""
"0","Sign Your Name","-11.238","109.148",""
"0","It Ain't Me","-6.596","99.968",""
"0","I Surrender","-11.702","183.574",""
"0","Only When You Leave","-6.842","136.91",""
"1","Saca el güisky, Cheli","-7.635","132.663",""
"0","Can't Hold Us","-4.457","146.078",""
"1","Ma quale idea","-4.958","158.314",""
"0","Tonight I'm Yours (Don't Hurt Me)","-4.958","158.314",""
"0","Blurred Lines","-4.762","119.991",""
"0","Blurred Lines","-4.762","119.991",""
"0","Strong Enough","-5.576","96.98",""
"0","That's What Friends Are For","-14.643","120.117",""
"0","Ponle sabor","-4.432","97.03",""
"0","Todo se derrumbó dentro de mí","-11.01","129.965",""
"0","Honey","-2.984","94",""
"0","The Witch Queen Of New Orleans","-8.816","120.464",""
"0","Besaré el suelo","-8.038","138.218",""
"0","Hello","-6.129","157.98",""
"0","Hello","-6.129","157.98",""
"0","París latino","-7.432","114.976",""
"0","Father Figure","-13.288","101.988",""
"0","Ya no quiero tu querer","-7.514","93.975",""
"0","My Love","-4.292","99.996",""
"0","We Are Young","-5.576","184.086",""
"0","The Universal","-7.669","163.036",""
"0","Sólo era un niño","-15.031","152.823",""
"0","Attention","-4.432","100.041",""
"0","Víctimas del desamor","-6.811","90.327",""
"0","Cada vez que estoy sin ti","-6.661","82.908",""
"0","Jesus to a Child","-11.781","173.561",""
"0","Looking for Paradise","-6.269","88.945",""
"0","Pokito a poko","-8.433","108.007",""
"0","I Took a Pill in Ibiza","-6.647","101.965",""
"0","Tragedy","-7.589","150.014",""
"0","Terriblemente cruel","-4.17","125.594",""
"0","Bad Romance","-3.755","119.001",""
"0","Summercat","-8.12","95.057",""
"0","Holiday Rap","-6.967","115.993",""
"0","Verás (You'll See)","-6.122","148.052",""
"0","Qué peligro tiene","-4.927","90.003",""
"0","My Sweet Lord","-8.935","120.965",""
"0","My Sweet Lord","-8.935","120.965",""
"0","I Will Always Love You","-12.518","66.98",""
"0","I Will Always Love You","-12.518","66.98",""
"0","I Will Always Love You","-12.518","66.98",""
"1","Beach Boys Megamix","-12.861","130.264",""
"0","El amor de mi vida","-5.358","172.057",""
"0","Las cosas que vives","-6.219","107.02",""
"0","The Look","-7.792","84.947",""
"0","Way Down We Go","-5.798","81.663",""
"0","Maracaibo","-6.107","114.697",""
"0","Se puede decir","-8.35","95.049",""
"0","Blind Man","-8.526","111.031",""
"0","Una historia","-8.959","110.025",""
"0","Terminado","-7.224","109.122",""
"0","Shape of my heart","-10.081","83.936",""
"0","Joanna","-11.032","139.949",""
"0","Hey Brother","-4.867","125.014",""
"0","Amante bandido","-8.026","130.797",""
"0","Cuando duermes","-7.033","126.972",""
"0","El imperio contraataca","-5.726","133.117",""
"0","Garota nacional","-5.435","104.044",""
"0","Unwritten","-6.333","100.013",""
"1","Dançando Lambada","-6.529","119.162",""
"0","Amazing","-36.281","70.329",""
"0","Better Days","-8.375","114.843",""
"0","Ve con él","-3.623","94.937",""
"0","Bye, Bye, Bye","-8.193","92.144",""
"0","Bye Bye","-8.193","92.144",""
"0","Malibu","-6.406","139.934",""
"0","Pan y mantequilla","-5.039","99.997",""
"0","Nothing's Gonna Stop Me Now","-29.039","70.921",""
"0","Summer","-4.034","102.002",""
"0","What Do You Mean?","-8.118","125.02",""
"0","Say You, Say Me","-11.113","128.068",""
"0","Dancing on the Ceiling","-11.113","128.068",""
"0","Staring at the Sun","-9.068","103.063",""
"0","Everything's Gonna Be Alright","-9.068","103.063",""
"0","Por amor","-6.727","147.022",""
"0","White Flag","-6.834","170.037",""
"1","Corazón partío","-6.731","160.075",""
"0","Todas las flores","-6.731","160.075",""
"0","Pata Pata","-13.29","101.398",""
"0","I love you baby","-5.533","107.779",""
"0","Cosas de la vida","-4.773","102.007",""
"0","Amar es algo más","-4.321","114.674",""
"0","Gavilán o paloma","-6.182","126.308",""
"0","Cuéntame","-3.756","119.65",""
"0","Cuéntame un cuento","-3.756","119.65",""
"0","Bad","-7.527","148.129",""
"0","Alejandro","-4.456","95.973",""
"0","Alejandro","-4.456","95.973",""
"0","Have a Nice Day","-4.066","130.06",""
"0","I Don't Like It, I Love It","-4.697","118.004",""
"0","La casa azul","-5.201","117.01",""
"0","Sexual","-5.201","117.01",""
"0","El souvenir","-10.282","123.703",""
"0","Haz turismo","-4.6","89.945",""
"0","Voy a pasármelo bien","-5.866","147.997",""
"0","Ayúdame (no soy un héroe)","-12.186","146.414",""
"0","La Década en Río (medley)","-6.705","113.074",""
"0","Si sé que te tengo a ti","-5.14","139.983",""
"1","Help, ayúdame","-4.157","125.937",""
"0","Enjoy the Silence","-5.744","112.788",""
"0","These Days","-5.294","123.823",""
"0","Cerca de ti","-5.407","105.148",""
"0","El que canta su mal espanta","-9.579","154.997",""
"0","¡Ay, corazón!","-6.891","169.99",""
"0","Hold My Hand","-5.717","122.977",""
"0","Vivir al este del Edén","-4.699","108.088",""
"0","Una noche de amor desesperada","-6.002","184.028",""
"0","Juntos","-6.002","184.028",""
"0","Arte moderno","-5.559","141.948",""
"0","Cuéntame al oído","-4.408","139.773",""
"0","Ya nada volverá a ser como antes","-4.577","132.028",""
"0","Don't Tell Me","-6.417","127.685",""
"0","Me estoy volviendo loco","-7.097","163.186",""
"0","No tengo tiempo","-7.756","136.24",""
"0","You Are Not Alone","-9.303","119.878",""
"0","Doctor Jones","-5.964","144.99",""
"0","Yo te esperaré","-5.598","175.956",""
"0","Te esperaré","-5.598","175.956",""
"0","Te esperaré","-5.598","175.956",""
"0","Nothing's Gonna Change My Love for You","-15.257","142.061",""
"0","Fantástico amor","-8.473","119.992",""
"0","One Of These Nights","-10.385","110.061",""
"0","Dámelo ya","-4.494","89.008",""
"0","La suerte que viene y va","-6.903","129.804",""
"0","Ginza","-6.469","101.95",""
"0","Nothing Else Matters","-11.218","142.352",""
"0","Bailar pegados","-8.498","139.832",""
"0","Prohibida","-3.935","93.972",""
"0","No llores por mí Argentina","-11.556","143.519",""
"0","Here with Me","-7.942","83.387",""
"0","Only Girl (In the World)","-4.159","125.922",""
"0","La madre","-2.84","101.022",""
"0","La madre de José","-2.84","101.022",""
"0","Nunca volverá","-3.172","183.901",""
"0","Fotonovela","-12.439","119.802",""
"0","Out of Reach","-6.737","97.024",""
"0","Kamikaze","-6.7","155.045",""
"0","Mixed Emotions","-6.405","115.989",""
"0","Fields of Gold","-11.917","103.996",""
"0","Toda la noche en la calle","-3.96","129.95",""
"0","Both Sides of the Story","-6.91","127.645",""
"0","Salta!!!","-7.418","90.021",""
"0","Chica de ayer","-4.337","127.295",""
"0","Nikita","-9.29","86.605",""
"0","Rhythm Divine","-2.711","102.026",""
"0","Feel","-5.151","78.969",""
"0","Feel It Still","-5.151","78.969",""
"0","Y.M.C.A.","-8.595","147.916",""
"0","The Lady Don't Mind","-5.93","127.996",""
"0","Cómo quieres que te quiera","-7.398","126.006",""
"0","Propuesta","-6.83","122.936",""
"0","Nothing's Gonna Stop Us Now","-4.921","95.988",""
"0","La fuerza del corazón","-7.176","76.827",""
"0","Te comería el corazón","-6.233","89.984",""
"0","Me vuelvo loco","-6.518","111.057",""
"0","Amores extraños","-7.334","78.003",""
"0","Amores extraños","-7.334","78.003",""
"0","El secreto de las tortugas","-5.483","169.954",""
"0","Crazy in Love","-6.596","99.165",""
"0","Black or White","-3.748","115.029",""
"0","You Gotta Love Someone","-9.174","205.275",""
"0","Licencia para bailar","-9.881","117.011",""
"0","On the Floor","-4.902","100.012",""
"0","Por si tú quieres saber","-8.479","135.694",""
"0","Shake you down","-5.756","105.11",""
"0","Broken Wings","-15.646","99.233",""
"0","¡Que tire la toalla!","-6.504","126.262",""
"0","Estaciones","-10.288","101.997",""
"0","Salomé","-5.699","128.009",""
"0","Candle in the Wind","-5.699","128.009",""
"0","Pura sangre","-5.699","128.009",""
"0","I've Been Thinking About You","-6.449","113.535",""
"0","Rastros de ti","-10.751","96.123",""
"0","Mishale","-5.643","176.043",""
"1","Danza kuduro","-4.828","130.051",""
"0","Y no amanece","-4.872","114.024",""
"0","No amanece","-4.872","114.024",""
"0","Every breath you take","-9.796","117.401",""
"0","Amor de mujer","-6.037","88.513",""
"0","Ain't Nobody (Loves Me Better)","-7.046","117.974",""
"0","Caballo de batalla","-4.804","93.993",""
"0","Baby Don't Cry","-20.519","188.036",""
"0","Hangover","-3.232","128.048",""
"0","Your Latest Trick","-13.491","122.56",""
"0","Historias de amor","-4.658","120.8",""
"0","Corazón infame","-13.356","104.365",""
"0","Serás mi cómplice","-3.725","79.891",""
"0","Who's that Girl","-14.06","118.883",""
"0","Into the Groove","-4.164","116.467",""
"0","Desidia","-8.121","131.647",""
"0","Hot N Cold","-3.956","132.032",""
"0","The Grease Megamix","-7.737","125.144",""
"0","Hoy tengo ganas de ti","-6.378","123.849",""
"0","La deuda de la mentira","-10.204","120.727",""
"0","One Chain (Don't make no prison)","-13.173","86.914",""
"0","Labios compartidos","-3.624","162.058",""
"0","Labios compartidos","-3.624","162.058",""
"0","Te lo agradezco, pero no","-5.959","149.919",""
"0","Barrel of a Gun","-8.736","139.618",""
"1","Hung Up","-7.695","125.02",""
"0","Aserejé","-5.538","184.787",""
"0","Maggie May","-10.536","129.449",""
"0","Mi corazón","-3.476","110.054",""
"0","Marionetas en la cuerda","-7.432","130.82",""
"0","Fairground","-6.56","122.86",""
"0","One Day in Your Life","-4.367","118.893",""
"0","Waves","-11.97","109.902",""
"0","Always","-5.589","143.713",""
"0","In The Year 2525","-5.609","123.487",""
"0","Lady Pepa","-7.441","112.623",""
"0","Part-Time Lover","-13.606","174.513",""
"0","Galilea","-5.431","131.719",""
"0","Welcome to My Life","-4.535","173.255",""
"0","Me muero","-11.85","134.199",""
"0","Oye el boom","-4.397","194.008",""
"0","Max Mix 4","-11.465","129.993",""
"0","Lili Marlen","-8.219","109.568",""
"0","The River of Dreams","-8.15","89.646",""
"0","On a Day Like Today","-9.942","79.984",""
"0","I Can't Stand It","-5.512","150.028",""
"0","Faith","-11.994","95.846",""
"0","So Young","-4.761","108.005",""
"0","Voy a mil","-5.367","75.894",""
"0","Quiero ser","-3.507","134.021",""
"0","Quiero ser","-3.507","134.021",""
"0","Perdona","-6.183","89.996",""
"0","Ain't Your Mama","-5.529","120.075",""
"0","La moto","-4.37","90.039",""
"0","This is the Life","-5.024","95.083",""
"0","This is the Life","-5.024","95.083",""
"0","See You Again","-7.503","80.025",""
"0","Insoportable","-4.142","131.022",""
"0","Promises","-10.612","133.777",""
"0","Despertar","-4.466","176.005",""
"0","Ave Lucía","-10.823","132.204",""
"0","I'm Gonna Getcha Good!","-3.821","123.989",""
"0","Livin' in Jam","-9.836","167.74",""
"0","MMMBop","-1.644","136.684",""
"0","Get Up! (Before The Night Is Over)","-11.84","123.968",""
"0","Yo contigo, tú conmigo","-6.878","94.006",""
"0","37 grados","-12.14","138.71",""
"0","Una rosa es una rosa","-8.818","116.013",""
"0","Y... no","-5.144","172.066",""
"0","Wrapped Around your Finger","-11.522","127.689",""
"0","Another Day in Paradise","-7.32","101.967",""
"0","Harlem Shuffle","-8.709","117.609",""
"0","Suerte","-6.976","106.924",""
"0","Nacido para volar","-9.606","90.11",""
"0","Children","-10.761","137.064",""
"0","I Want it All","-5.579","131.052",""
"0","Atlantis Is Calling (S.O.S. for Love)","-11.674","113.448",""
"0","Lullaby","-3.988","127.966",""
"0","Don't Cry for Me, Argentina","-5.214","165.873",""
"1","Me colé en una fiesta","-4.451","144.802",""
"0","Frío sin ti","-7.733","104.862",""
"0","Estrella gemela","-10.237","121.568",""
"0","De vuelta y vuelta","-10.559","94.962",""
"0","Typical Male","-7.772","106.013",""
"0","La buena onda","-6.253","167.285",""
"0","Nos queda la noche","-12.889","107.971",""
"0","Pánico en el Edén","-3.816","167.181",""
"0","(Everything I Do) I Do It For You","-12.655","131.224",""
"0","Niña","-12.339","125.574",""
"0","Un beso y una flor","-9.852","168.084",""
"0","Obsesión","-6.912","133.679",""
"0","Obsesión","-6.912","133.679",""
"1","The Final Countdown","-6.918","117.652",""
"0","Maria Caipirinha","-5.558","134.042",""
"0","Don't Go Breaking My Heart","-8.824","131.459",""
"0","Issues","-6.827","113.634",""
"0","Baila conmigo","-6.692","99.948",""
"0","Baila","-6.692","99.948",""
"0","Baila baila","-6.692","99.948",""
"0","If I Ever Lose My Faith in You","-9.539","97.995",""
"0","Can't Cry Anymore","-10.881","110.694",""
"0","Estoy enfermo","-3.177","100.022",""
"0","Stressed Out","-5.677","169.977",""
"0","The Real Thing","-4.472","108.989",""
"0","The Game of Love","-3.236","119.818",""
"0","What's Up?","-2.494","124.989",""
"0","Freedom! '90","-10.856","91.691",""
"0","Este mundo va","-11.804","134.019",""
"0","Brown Sugar","-3.594","128.606",""
"1","Jaleo","-5.102","100.011",""
"0","Cartoon Heroes","-3.896","128.03",""
"0","You Can Win if You Want","-7.589","108.01",""
"0","Como una ola","-7.539","104.265",""
"0","Salta!!","-7.539","104.265",""
"0","Como una ola","-7.539","104.265",""
"0","Dragostea din tei","-3.947","130.103",""
"1","Dragostea din tei","-3.947","130.103",""
"0","American Life","-2.385","100.021",""
"0","California","-9.484","147.125",""
"0","Jenny from the Block","-5.448","100",""
"0","Desde mi libertad","-4.31","115.979",""
"1","Borriquito","-6.316","95.515",""
"0","Vive el verano","-8.349","124.016",""
"0","Conspiración","-4.148","95.033",""
"0","Anybody Seen My Baby?","-10.805","81.99",""
"0","Can't Shake the Feeling","-9.003","128.023",""
"0","Happy World","-10.761","140.075",""
"0","Halo","-5.908","79.983",""
"0","Get Down","-6.344","110.864",""
"0","The One","-3.771","87.46",""
"1","La camisa negra","-4.419","97.007",""
"0","Don't Worry, Be Happy","-15.785","67.502",""
"0","La última carta","-3.756","178.043",""
"0","Que nadie sepa mi sufrir","-5.628","136.721",""
"0","Champú de huevo","-5.628","136.721",""
"0","Breakthoven","-4.662","143.721",""
"0","Vas a enloquecer","-10.754","91.023",""
"0","Mátame","-3.825","159.883",""
"0","Mama","-4.086","104.043",""
"0","Dile que la quiero","-8.135","104.948",""
"0","Say It Right","-6.328","116.947",""
"1","Don't Stop the Music","-5.582","122.668",""
"0","Disco Stomp","-9.169","120.17",""
"0","Lobo hombre en París","-7.547","146.29",""
"0","I Feel the Earth Move","-8.784","120.116",""
"0","Someday, Somewhere","-9.166","109.914",""
"0","Two People","-6.563","89.685",""
"0","Santo Santo","-4.393","160.434",""
"0","Los chicos no lloran","-8.47","133.12",""
"0","State of Shock","-7.696","121.562",""
"0","Is This Love","-8.371","122.232",""
"0","This Is Love","-8.371","122.232",""
"0","Ay qué pesado","-6.813","142.236",""
"0","Esta luz nunca se apagará","-4.755","147.913",""
"0","Believe","-6.72","132.975",""
"0","Outside","-6.72","132.975",""
"0","Raincloud","-2.352","154.095",""
"0","Nada que perder","-2.352","154.095",""
"0","Looking For Clues","-2.325","151.714",""
"0","Y sin embargo","-2.325","151.714",""
"0","Tequila","-2.325","151.714",""
"0","Ya no me engañas","-7.321","141.897",""
"0","One","-3.112","94.968",""
"0","One","-3.112","94.968",""
"0","One","-3.112","94.968",""
"0","Otro día más sin verte","-10.379","105.908",""
"0","Otro día más sin verte","-10.379","105.908",""
"0","Otro día más sin verte","-10.379","105.908",""
"0","Me rehúso","-6.327","104.823",""
"0","Será porque te amo","-7.421","118.889",""
"0","Max Mix 5 (Parte 1)","-7.968","124.019",""
"0","Max Mix 5 (Parte 2)","-7.968","124.019",""
"0","Acordes","-3.601","102.965",""
"0","Sigo intentando","-6.638","129.771",""
"0","Shy Guy","-5.447","94.074",""
"0","All The Man That I Need","-9.98","150.888",""
"0","Stitches","-6.681","149.882",""
"0","Dos enamorados","-7.68","78.039",""
"0","Dos enamorados","-7.68","78.039",""
"0","Actitudes","-7.202","71.929",""
"0","Retorciendo palabras","-5.697","124.953",""
"0","El orden del mundo","-12.438","95.099",""
"0","A un perro flaco","-7.715","102.108",""
"0","Sólo tú","-16.019","120.081",""
"0","Gettin' Jiggy Wit It","-6.479","139.959",""
"1","Everlasting Love","-10.771","125.96",""
"0","Volver a casa","-6.392","100.015",""
"0","Missing","-9.736","208.571",""
"0","Missing","-9.736","208.571",""
"0","Carmen","-6.211","159.954",""
"0","Who's That Chick?","-4.733","127.938",""
"0","Thrift Shop","-6.985","94.992",""
"0","Parando el tiempo","-6.777","156.108",""
"0","La vida empieza hoy","-5.051","125.08",""
"0","Locked Away","-5.709","118.413",""
"0","Morenamía","-5.766","160.011",""
"0","Chico, tienes que cuidarte","-12.129","103.996",""
"0","Tranquilo majete","-3.469","200.206",""
"0","Good Thing","-10.119","164.718",""
"0","Candida","-10.056","127.576",""
"0","Umbrella","-4.603","174.028",""
"0","Yin Yang","-4.929","99.182",""
"0","The Greatest","-7.276","191.702",""
"0","More than this","-4.111","180.039",""
"1","Funky Town","-8.005","134.308",""
"0","Woman","-5.342","87.862",""
"0","Caballo negro","-13.759","106.434",""
"0","Maniac","-11.516","158.86",""
"0","The Twist","-9.198","124.631",""
"0","Stuck with You","-11.402","120.717",""
"0","El boxeador","-6.819","97.535",""
"0","Super, Superman","-14.453","133.939",""
"0","She Drives me Crazy","-6.02","108.8",""
"0","Blue (Da Ba Dee)","-9.515","113.913",""
"0","Desire","-8.272","80",""
"0","Without You","-4.832","134.009",""
"0","Espaldas mojadas","-6.101","121.369",""
"0","Loco Mía","-11.848","140.376",""
"0","Sacrifice","-13.036","112.751",""
"0","Humpin' Around","-7.152","110.214",""
"0","¿Quién puso más?","-5.478","113.389",""
"0","Ballroom Blitz","-5.602","108.524",""
"0","The Lady in Red","-17.112","76.698",""
"0","Me haces tanto bien","-10.329","98.998",""
"0","Sólo se vive una vez","-5.488","102",""
"0","Loco Vox","-9.711","119.67",""
"0","Y te vas","-4.809","99.998",""
"0","Cómo pudiste hacerme esto a mí","-3.009","140.264",""
"0","Tu frialdad","-9.414","140.309",""
"0","Don't Stand So Close to Me 86","-9.414","140.309",""
"0","Bailad","-12.996","124.65",""
"0","Él no te da","-4.409","105.039",""
"0","Dalai Lama","-7.792","119.956",""
"1","Thriller","-3.051","117.046",""
"0","Uptown Funk","-7.223","114.988",""
"0","Uptown Funk","-7.223","114.988",""
"0","Love is Strong","-15.397","90.021",""
"0","Vino tinto","-3.215","92.478",""
"0","Dame tu amistad","-10.893","90.029",""
"0","Brilliant Disguise","-12.438","126.353",""
"0","Sola (con un desconocido)","-8.793","112.208",""
"0","Domino Dancing","-9.781","109.988",""
"0","Escuela de Calor","-10.086","121.998",""
"0","De ley","-10.086","121.998",""
"0","Nutbush City Limits","-5.846","76.523",""
"0","Wild, Wild Life","-3.352","115.036",""
"0","Johnny and Mary","-12.841","152.876",""
"0","My Turn to Love You","-12.841","152.876",""
"0","Bonito es","-3.551","122.116",""
"0","Papa Don't Preach","-8.973","121.54",""
"0","Don't Worry","-3.586","127.06",""
"0","Ain't it Fun","-3.681","104.031",""
"0","Naturaleza muerta","-8.129","134.99",""
"0","No sé qué me das","-8.129","134.99",""